filename,filepath,duration,dominant_emotion,confidence,processing_time,error,angry,happy,neutral,sad
ROHAN4600_0001.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0001.wav,6.94165625,angry,0.2806416451931,0.6208055019378662,,0.2806416451931,0.2040388584136963,0.24744758009910583,0.2678719758987427
ROHAN4600_0002.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0002.wav,7.14165625,angry,0.30200719833374023,0.4706904888153076,,0.30200719833374023,0.19998936355113983,0.23500260710716248,0.26300084590911865
ROHAN4600_0003.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0003.wav,6.976666666666667,angry,0.2947961986064911,0.4744875431060791,,0.2947961986064911,0.20793186128139496,0.22845403850078583,0.26881784200668335
ROHAN4600_0004.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0004.wav,7.843333333333334,sad,0.26008859276771545,0.5708527565002441,,0.25457489490509033,0.25200432538986206,0.23333214223384857,0.26008859276771545
ROHAN4600_0005.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0005.wav,9.51165625,angry,0.3024953305721283,0.7015867233276367,,0.3024953305721283,0.1929362565279007,0.24024531245231628,0.26432308554649353
ROHAN4600_0006.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0006.wav,7.6433333333333335,neutral,0.2870093286037445,0.5521790981292725,,0.22180914878845215,0.23985907435417175,0.2870093286037445,0.25132250785827637
ROHAN4600_0007.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0007.wav,7.21,angry,0.27027183771133423,0.48006582260131836,,0.27027183771133423,0.22685985267162323,0.25131094455718994,0.2515573501586914
ROHAN4600_0008.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0008.wav,7.208322916666667,angry,0.28634604811668396,0.4812808036804199,,0.28634604811668396,0.2174258679151535,0.23699471354484558,0.2592334449291229
ROHAN4600_0009.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0009.wav,6.24165625,happy,0.2821047604084015,0.414139986038208,,0.22976528108119965,0.2821047604084015,0.2665322721004486,0.22159768640995026
ROHAN4600_0010.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0010.wav,6.54,angry,0.3090900778770447,0.43483734130859375,,0.3090900778770447,0.17637543380260468,0.23198764026165009,0.28254687786102295
ROHAN4600_0011.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0011.wav,6.94165625,sad,0.2981227934360504,0.4807453155517578,,0.27329519391059875,0.18040543794631958,0.24817655980587006,0.2981227934360504
ROHAN4600_0012.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0012.wav,8.244989583333334,angry,0.3210028409957886,0.6269688606262207,,0.3210028409957886,0.18266834318637848,0.22485177218914032,0.2714771330356598
ROHAN4600_0013.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0013.wav,6.375020833333333,angry,0.2590543329715729,0.48119473457336426,,0.2590543329715729,0.2342962920665741,0.25045478343963623,0.2561945617198944
ROHAN4600_0014.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0014.wav,7.543333333333333,happy,0.2740476429462433,0.5237276554107666,,0.22529861330986023,0.2740476429462433,0.26948875188827515,0.2311650663614273
ROHAN4600_0015.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0015.wav,7.1433333333333335,sad,0.26999348402023315,0.5676908493041992,,0.2664445638656616,0.23512354493141174,0.22843845188617706,0.26999348402023315
ROHAN4600_0016.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0016.wav,7.175020833333333,angry,0.2774183750152588,0.5219709873199463,,0.2774183750152588,0.220859557390213,0.22515980899333954,0.27656224370002747
ROHAN4600_0017.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0017.wav,7.71,sad,0.2759220004081726,0.4551262855529785,,0.27445700764656067,0.20887239277362823,0.24074864387512207,0.2759220004081726
ROHAN4600_0018.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0018.wav,7.11,angry,0.28728413581848145,0.44583821296691895,,0.28728413581848145,0.2158617228269577,0.24834555387496948,0.2485084980726242
ROHAN4600_0019.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0019.wav,7.175020833333333,angry,0.3057042360305786,0.45851612091064453,,0.3057042360305786,0.18704961240291595,0.2251831740140915,0.28206297755241394
ROHAN4600_0020.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0020.wav,6.676666666666667,happy,0.2733328342437744,0.4351472854614258,,0.23720361292362213,0.2733328342437744,0.25374433398246765,0.23571918904781342
ROHAN4600_0021.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0021.wav,6.708322916666667,angry,0.2714521586894989,0.46421170234680176,,0.2714521586894989,0.22306935489177704,0.26323235034942627,0.2422460913658142
ROHAN4600_0022.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0022.wav,6.74165625,happy,0.2670170068740845,0.44193458557128906,,0.2541462182998657,0.2670170068740845,0.25323987007141113,0.22559694945812225
ROHAN4600_0023.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0023.wav,8.176666666666666,angry,0.31388846039772034,0.45502233505249023,,0.31388846039772034,0.197077676653862,0.23138554394245148,0.25764837861061096
ROHAN4600_0024.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0024.wav,7.075020833333333,angry,0.3092848062515259,0.4561913013458252,,0.3092848062515259,0.18013641238212585,0.2259499430656433,0.28462880849838257
ROHAN4600_0025.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0025.wav,7.878322916666667,happy,0.29989486932754517,0.57391357421875,,0.19328995048999786,0.29989486932754517,0.2696916460990906,0.23712339997291565
ROHAN4600_0026.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0026.wav,7.01,sad,0.2642257511615753,0.511310338973999,,0.2597258687019348,0.22958560287952423,0.24646280705928802,0.2642257511615753
ROHAN4600_0027.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0027.wav,7.31,neutral,0.27324622869491577,0.4868936538696289,,0.24954842031002045,0.24506735801696777,0.27324622869491577,0.23213796317577362
ROHAN4600_0028.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0028.wav,5.973333333333334,angry,0.2996971905231476,0.39893531799316406,,0.2996971905231476,0.20302535593509674,0.24763000011444092,0.24964752793312073
ROHAN4600_0029.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0029.wav,8.21165625,neutral,0.2637957036495209,0.551485538482666,,0.23909422755241394,0.25030797719955444,0.2637957036495209,0.24680215120315552
ROHAN4600_0030.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0030.wav,7.175020833333333,angry,0.28457802534103394,0.48714637756347656,,0.28457802534103394,0.20306704938411713,0.2568191885948181,0.25553569197654724
ROHAN4600_0031.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0031.wav,6.308322916666667,neutral,0.2766581177711487,0.48416709899902344,,0.25517377257347107,0.2111363261938095,0.2766581177711487,0.2570318281650543
ROHAN4600_0032.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0032.wav,5.506666666666667,angry,0.2971492111682892,0.37363624572753906,,0.2971492111682892,0.19499248266220093,0.22531254589557648,0.282545804977417
ROHAN4600_0033.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0033.wav,5.573333333333333,angry,0.29213759303092957,0.3748478889465332,,0.29213759303092957,0.2001693844795227,0.24471032619476318,0.2629827558994293
ROHAN4600_0034.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0034.wav,6.64165625,angry,0.306667685508728,0.43682193756103516,,0.306667685508728,0.1935054212808609,0.22201873362064362,0.27780815958976746
ROHAN4600_0035.wav,C:\Users\usago\python\audio-data\zundamon\ROHAN4600_zumndamon_normal_synchronized_wav\ROHAN4600_0035.wav,6.608322916666666,angry,0.2792084217071533,0.48271727561950684,,0.2792084217071533,0.22290979325771332,0.23085562884807587,0.2670261859893799
